file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
快拔槍套 (4) [Guardian_Rogue][asset],,快拔槍套,,Guardian,Rogue,None,4,4,Body,None,None,None,Agility,Agility,Combat,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 工具. 違法.,"<fre>：選擇你遊戲區域中一張僅佔用1個手部槽位的<b><i>槍械</i></b>支援卡。將其疊加到快拔槍套，或將其與疊加的支援卡交換。疊加的支援卡不佔用手牌槽位。(疊加的支援卡限制1張。)
<fre>消耗快拔槍套：執行疊加的支援卡上的一個攻擊行動而無須支付其<act>費用。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08089.png,1.25,0,90,Drazenka Kimpel,EdgeOfTheEarthInv,89
克圖格亞的烙印 (1) [Guardian_Mystic][asset],,克圖格亞的烙印,,Guardian,Mystic,None,2,1,1 Arcane,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術.,"使用(6充能)。
<act>：<b>攻擊</b>。這次攻擊你可以不使用<com>，改為使用<wil>，並且你+1技能值。如果你成功，花費1或2充能。這次攻擊不造成基礎傷害，改為每花費1充能，造成1點傷害。如果你成功且等於難度，失去1行動。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08090.png,1.25,0,90,Michele Giorgi,EdgeOfTheEarthInv,90
恩科西·馬巴蒂 (3) [Guardian_Mystic][asset],1,恩科西·馬巴蒂,謎一般的術士,Guardian,Mystic,None,4,3,Ally,None,2,2,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",盟友. 法師.,"<rea>在恩科西·馬巴蒂入場後：聲名一個非<eld>的符號混亂標記。直到此卡牌離場，聲明的標記為你的""咒印""。
<rea>在你所在地點的一位調查員抽出一個<cul>、<tab>或<mon>符號時，消耗恩科西·馬巴蒂：改為在混亂袋中查找並抽出你的咒印<i>(將其餘標記放回混亂袋)</i>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08091.png,1.25,0,90,Tony Foti,EdgeOfTheEarthInv,91
克圖格亞的烙印 (4) [Guardian_Mystic][asset],,克圖格亞的烙印,,Guardian,Mystic,None,2,4,1 Arcane,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術.,"使用(9充能)。
<act>：<b>攻擊</b>。這次攻擊你可以不使用<com>，改為使用<wil>，並且你+2技能值。如果你成功，花費1、2或3充能。這次攻擊不造成基礎傷害，改為每花費1充能，造成1點傷害。如果你成功且等於難度，失去2行動。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08092.png,1.25,0,90,Michele Giorgi,EdgeOfTheEarthInv,92
巨石錘 (5) [Guardian_Mystic][asset],,巨石錘,,Guardian,Mystic,None,5,5,2 Hands,None,None,None,Combat,Combat,Willpower,Willpower,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 遺物. 武器. 近戰.,<act>：<b>攻擊</b>。這次攻擊將你的<wil>加入你的技能值。你這次攻擊造成+1傷害。如果你成功且該敵人非<b><i>精英</i></b>，你可以將其移動遠離你1個地點。(如果你成功且超過難度至少3點，改為造成+2傷害，並且你可以將其移動遠離你最多2個地點),"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08093.png,1.25,0,90,Robert Laskey,EdgeOfTheEarthInv,93
長柄大錘 [Guardian_Survivor][asset],,長柄大錘,,Guardian,Survivor,None,3,0,2 Hands,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 工具. 武器. 近戰.,"<act>：<b>攻擊</b>。你這次攻擊-1<com>並造成+1傷害。
<act><act>：<b>攻擊</b>。你這次攻擊+2<com>並造成+2傷害。","
來自二十磅鋼鐵的復仇。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08094.png,1.25,0,90,Tysen Johnson,EdgeOfTheEarthInv,94
防護服 (2) [Guardian_Survivor][asset],,防護服,,Guardian,Survivor,None,4,2,Body,None,3,3,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 護甲.,<rea>在你抽取一張<b><i>危險</i></b>詭計卡時，對防護服造成1點傷害和1點恐懼：取消該卡牌的顯現效果。,"
在你見識完後，你甚至有想要睡在裡面的衝動。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08095.png,1.25,0,90,Tony Foti,EdgeOfTheEarthInv,95
長柄大錘 (4) [Guardian_Survivor][asset],,長柄大錘,,Guardian,Survivor,None,3,4,2 Hands,None,None,None,Combat,Combat,Combat,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 工具. 武器. 近戰.,"<act>：<b>攻擊</b>。你這次攻擊+1<com>並造成+1傷害。
<act><act><act>：<b>攻擊</b>。你這次攻擊+5<com>並造成+5傷害。","
來自二十五磅鋼鐵的復仇。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08096.png,1.25,0,90,Tysen Johnson,EdgeOfTheEarthInv,96
袖珍望遠鏡 [Seeker_Rogue][asset],,袖珍望遠鏡,,Seeker,Rogue,None,2,0,1 Hand,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 工具.,"<fre>消耗袖珍望遠鏡：查看一個連接的未揭示地點的已揭示面。
<act>：<b>調查</b>。調查一個連接的已揭示地點，如同你在那裡。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08097.png,1.25,0,90,Felicia Cano,EdgeOfTheEarthInv,97
遠古海圖 (1) [Seeker_Rogue][asset],,遠古海圖,,Seeker,Rogue,None,2,1,Accessory,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 遺物.,"使用(3秘密)。
<fre>在你的回合中，消耗遠古海圖並花費1秘密：選擇並進行以下1個行動(移動、躲避或調查)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08098.png,1.25,0,90,Ignacio Bazán Lazcano,EdgeOfTheEarthInv,98
吉恩·波爾格 (3) [Seeker_Rogue][asset],1,吉恩·波爾格,英勇的探險家,Seeker,Rogue,None,5,3,Ally,None,2,2,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",盟友. 旅人.,"你獲得+1<int>和+1<agi>。
<rea>在你的回合中，在你移動到一個地點後，消耗吉恩·波爾格：將一個線索或一名非<b><i>精英</i></b>敵人從連接地點移動到你所在地點，或從你所在地點移動到連接地點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08099.png,1.25,0,90,Vlad Ricean,EdgeOfTheEarthInv,99
遠古海圖 (4) [Seeker_Rogue][asset],,遠古海圖,,Seeker,Rogue,None,2,4,Accessory,None,None,None,Agility,Intellect,Wild,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 遺物.,"使用(3秘密)。
<fre>在你的回合中，消耗遠古海圖並花費1秘密：從以下行動(移動、躲避或調查)選擇2個不同的行動，並以任意順序進行。<i>(FAQ, v2.1)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08100.png,1.25,0,90,Ignacio Bazán Lazcano,EdgeOfTheEarthInv,100
占卜 (1) [Seeker_Mystic][asset],,占卜,,Seeker,Mystic,None,3,1,1 Arcane,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術. 預言.,"使用(4充能)。
<act>：<b>調查</b>。你這次調查+1技能值，並且你可以不使用<int>，改為使用<wil>。如果你成功，花費1或2充能。不發現你所在地點的一個線索，改為每花費1充能，發現你所在地點的1個線索。如果你成功且等於難度，從你手牌中選擇並丟棄1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08101.png,1.25,0,90,Adam S. Doyle,EdgeOfTheEarthInv,101
占卜 (4) [Seeker_Mystic][asset],,占卜,,Seeker,Mystic,None,3,4,1 Arcane,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術. 預言.,"使用(6充能)。
<act>：<b>調查</b>。這次調查你可以不使用<int>，改為使用<wil>，並且你+2技能值。如果你成功，花費1、2或3充能。不發現你所在地點的一個線索，改為每花費1充能，發現你所在地點的1個線索。如果你成功且等於難度，從你手牌中選擇並丟棄2張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08103.png,1.25,0,90,Adam S. Doyle,EdgeOfTheEarthInv,103
威廉·韋伯教授 [Seeker_Survivor][asset],1,威廉·韋伯教授,內情發現者,Seeker,Survivor,None,3,0,Ally,None,1,2,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",盟友. 米斯卡塔尼克.,"使用(3秘密)。
<rea>在你成功調查時，消耗威廉·韋伯教授並花費1秘密：不發現你所在地點的一個線索，改為選擇你的棄牌堆中1張<b><i>道具</i></b>卡牌並加入你的手牌，或發現連接地點的一個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08104.png,1.25,0,90,Romana Kendelic,EdgeOfTheEarthInv,104
破冰錐 (1) [Seeker_Survivor][asset],,破冰錐,,Seeker,Survivor,None,1,1,1 Hand,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 工具. 近戰.,"快速。
<fre>攻擊或調查時的技能檢定中，消耗破冰錐：你這次檢定+1技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08105.png,1.25,0,90,Tiziano Baracchi,EdgeOfTheEarthInv,105
威廉·韋伯教授 (2) [Seeker_Survivor][asset],1,威廉·韋伯教授,內情發現者,Seeker,Survivor,None,3,2,Ally,None,1,3,Intellect,Wild,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",盟友. 米斯卡塔尼克.,"使用(3秘密)。
<rea>在你成功調查時，消耗威廉·韋伯教授並花費1秘密：選擇你的棄牌堆中1張<b><i>道具</i></b>卡牌並加入你的手牌。你可以不發現你所在地點的一個線索，改為發現連接地點的一個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08106.png,1.25,0,90,Romana Kendelic,EdgeOfTheEarthInv,106
破冰錐 (3) [Seeker_Survivor][asset],,破冰錐,,Seeker,Survivor,None,1,3,1 Hand,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 工具. 近戰.,"快速。
<fre>攻擊或調查時的技能檢定中，消耗破冰錐：你這次檢定+1技能值。如果你成功，你可以丟棄破冰錐來使這次攻擊造成+1傷害<i>(如果你攻擊)</i>，或發現你所在地點額外1個線索<i>(如果你調查)</i>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08107.png,1.25,0,90,Tiziano Baracchi,EdgeOfTheEarthInv,107
身形虛化 (1) [Rogue_Mystic][asset],,身形虛化,,Rogue,Mystic,None,2,1,1 Arcane,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術.,"使用(3充能)。
<act>如果身形虛化還有剩餘充能：<b>躲避</b>。你這次躲避嘗試+1技能值，並且你可以不使用<agi>，改為使用<wil>。如果你成功，花費1充能並且這回合你可以進行一個額外行動。如果你成功且等於難度，受到1點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08109.png,1.25,0,90,Andreas Zafiratos,EdgeOfTheEarthInv,109
身形虛化 (4) [Rogue_Mystic][asset],,身形虛化,,Rogue,Mystic,None,2,4,1 Arcane,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術.,"使用(4充能)。
<act>如果身形虛化還有剩餘充能：<b>躲避</b>。你這次躲避嘗試+2技能值，並且你可以不使用<agi>，改為使用<wil>。如果你成功，花費1或2充能並且這回合你可以進行等量次數的額外行動。如果你成功且等於難度，受到2點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08111.png,1.25,0,90,Andreas Zafiratos,EdgeOfTheEarthInv,111
大肆借貸 (3) [Rogue_Survivor][asset],,大肆借貸,,Rogue,Survivor,None,0,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",契約.,"每位調查員限制1張。不能離場。
<rea>在你打出大肆借貸後：獲得10資源。
<b>強制</b> - 在遊戲結束或你退場時，如果你的資源池中的資源少於10：放逐大肆借貸。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08113.png,1.25,0,90,Drazenka Kimpel,EdgeOfTheEarthInv,113
珍貴記憶 (4) [Rogue_Survivor][asset],,珍貴記憶,來自前世,Rogue,Survivor,None,3,4,Accessory,None,3,3,Wild,Wild,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 守護. 祝福.,"每副牌組限制1張珍貴記憶<i>(來自前世)</i>。
<rea>在你技能檢定失敗且低於難度至少2點後，消耗珍貴記憶：治癒其1點傷害。
<rea>在你技能檢定成功且超過難度至少2點後，消耗珍貴記憶：治癒其1點恐懼。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08114.png,1.25,0,90,Greg Bobrowski,EdgeOfTheEarthInv,114
珍貴記憶 (4) [Rogue_Survivor][asset][來自後世],,珍貴記憶,來自後世,Rogue,Survivor,None,3,4,Accessory,None,3,3,Wild,Wild,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 守護. 詛咒縈繞.,"每副牌組限制1張珍貴記憶<i>(來自後世)</i>。
<rea>在你技能檢定失敗且低於難度至少2點後，消耗珍貴記憶：治癒其1點恐懼。
<rea>在你技能檢定成功且超過難度至少2點後，消耗珍貴記憶：治癒其1點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08115.png,1.25,0,90,Greg Bobrowski,EdgeOfTheEarthInv,115
護身法寶 [Mystic_Survivor][asset],,護身法寶,,Mystic,Survivor,None,2,0,1 Arcane,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 守護.,"快速。只能在你的回合中打出。
打出護身法寶，置於你所在地點任一位調查員控制之下。
<rea>在你被分配傷害和/或恐懼，且該數值足夠擊敗你時，丟棄護身法寶：取消該傷害和/或恐懼中的最多2點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08116.png,1.25,0,90,Alex Aguilar,EdgeOfTheEarthInv,116
塵世寧靜 (1) [Mystic_Survivor][asset],,塵世寧靜,,Mystic,Survivor,None,2,1,1 Arcane,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術.,"使用(4充能)。
<act>：檢定<wil>(1)。你成功且每超過難度1點，你可以花費1充能治癒你所在地點一位調查員1點傷害或1點恐懼。如果你成功且等於難度，失去1資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08117.png,1.25,0,90,Drazenka Kimpel,EdgeOfTheEarthInv,117
附魔弓 (2) [Mystic_Survivor][asset],,附魔弓,,Mystic,Survivor,None,3,2,2 Hands,1 Arcane,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術. 祝福. 武器. 遠程.,"使用(3充能)。
<act>消耗附魔弓：<b>攻擊</b>。你這次攻擊+1技能值，並且必須不使用<com>，改為使用<wil>或<agi>。這次攻擊造成+1傷害。作為發動本能力的額外費用，你可以花費1充能來使這次攻擊以連接地點的一名非<b><i>精英</i></b>敵人為目標；如果你這麼做，這次攻擊忽略冷漠和反擊關鍵詞。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08118.png,1.25,0,90,Kate Laird,EdgeOfTheEarthInv,118
塵世寧靜 (4) [Mystic_Survivor][asset],,塵世寧靜,,Mystic,Survivor,None,2,4,1 Arcane,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",法術.,"使用(6充能)。
<act>：檢定<wil>(0)。你成功且每超過難度1點，你可以花費1充能治癒你所在地點一位調查員1點傷害或1點恐懼。如果你成功且等於難度，失去2資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08119.png,1.25,0,90,Drazenka Kimpel,EdgeOfTheEarthInv,119
先知先覺 (3) [Guardian_Mystic_Survivor][asset],,先知先覺,,Guardian,Mystic,Survivor,3,3,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",才能.,"使用(2資源)。當每輪開始時重新補滿這些資源。
先知先覺上的資源可以被用來支付<b><i>幸運</i></b>、<b><i>法術</i></b>或<b><i>勇氣</i></b>卡牌。
<fre>在<b><i>幸運</i></b>、<b><i>法術</i></b>或<b><i>勇氣</i></b>卡牌上的技能檢定中，從先知先覺花費1資源：你這次檢定+1技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08120.png,1.25,0,90,Pavel Kolomeyets,EdgeOfTheEarthInv,120
一探究竟 (3) [Guardian_Seeker_Mystic][asset],,一探究竟,,Guardian,Seeker,Mystic,3,3,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",才能.,"使用(2資源)。當每輪開始時重新補滿這些資源。
一探究竟上的資源可以被用來支付<b><i>守護</i></b>、<b><i>策略</i></b>或<b><i>書籍</i></b>卡牌。
<fre>在<b><i>守護</i></b>、<b><i>策略</i></b>或<b><i>書籍</i></b>卡牌上的技能檢定中，從一探究竟花費1資源：你這次檢定+1技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08121.png,1.25,0,90,Daniel Masso,EdgeOfTheEarthInv,121
好勇鬥狠 (3) [Guardian_Rogue_Survivor][asset],,好勇鬥狠,,Guardian,Rogue,Survivor,3,3,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",才能.,"使用(2資源)。當每輪開始時重新補滿這些資源。
好勇鬥狠上的資源可以被用來支付<b><i>護甲</i></b>、<b><i>槍械</i></b>或<b><i>近戰</i></b>卡牌。
<fre>在<b><i>護甲</i></b>、<b><i>槍械</i></b>或<b><i>近戰</i></b>卡牌上的技能檢定中，從好勇鬥狠花費1資源：你這次檢定+1技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08122.png,1.25,0,90,Rafał Hrynkiewicz,EdgeOfTheEarthInv,122
技藝精湛 (3) [Seeker_Rogue_Survivor][asset],,技藝精湛,,Seeker,Rogue,Survivor,3,3,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",才能.,"使用(2資源)。當每輪開始時重新補滿這些資源。
技藝精湛上的資源可以被用來支付<b><i>洞察</i></b>、<b><i>工具</i></b>或<b><i>技巧</i></b>卡牌。
<fre>在<b><i>洞察</i></b>、<b><i>工具</i></b>或<b><i>技巧</i></b>卡牌上的技能檢定中，從技藝精湛花費1資源：你這次檢定+1技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08123.png,1.25,0,90,Falk,EdgeOfTheEarthInv,123
古物藏家 (3) [Seeker_Rogue_Mystic][asset],,古物藏家,,Seeker,Rogue,Mystic,3,3,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",才能.,"使用(2資源)。當每輪開始時重新補滿這些資源。
古物藏家上的資源可以被用來支付<b><i>恩惠</i></b>、<b><i>遺物</i></b>或<b><i>儀式</i></b>卡牌。
<fre>在<b><i>恩惠</i></b>、<b><i>遺物</i></b>或<b><i>儀式</i></b>卡牌上的技能檢定中，從古物藏家花費1資源：你這次檢定+1技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08124.png,1.25,0,90,Caravan Studio,EdgeOfTheEarthInv,124
危險處境 [Neutral][asset],,危險處境,,Neutral,None,None,-,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",詛咒.,"永久。每副牌組限制1張。當牌組構建時購買。
在你購買危險處境後，受到總共2點肉體和/或精神創傷。然後，獲得3點經驗值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08125.png,1.25,0,90,Steve Ellis,EdgeOfTheEarthInv,125
厚重皮衣 [Neutral][asset],,厚重皮衣,,Neutral,None,None,2,0,Body,None,2,-,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 護甲.,<rea>在你執行的技能檢定中你抽出一個非<ten>的符號混亂標記後，對厚重皮衣造成1點傷害：取消該混亂標記並將其放回混亂袋。抽出一個新的混亂標記。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08126.png,1.25,0,90,Tiziano Baracchi,EdgeOfTheEarthInv,126
雪橇犬 [Neutral][asset],,雪橇犬,,Neutral,None,None,3,0,Ally,None,2,2,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",盟友. 生物.,"你的牌組裡可以有最多4張雪橇犬。一個盟友槽位可以有最多2張雪橇犬卡牌。
<act>消耗X張雪橇犬：<b>移動</b>。移動X次。
<act>消耗X張雪橇犬：<b>攻擊</b>。你這次攻擊+X<com>。這次攻擊不造成基礎傷害，改為造成X點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08127.png,1.25,0,90,Dleoblack,EdgeOfTheEarthInv,127
馴獸之杖 (1) [Neutral][asset],1,馴獸之杖,,Neutral,None,None,2,1,Accessory,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 遺物.,"你擁有2個額外的盟友槽位，只能用來放置<b><i>生物</i></b>支援卡。
<rea>在你的回合中打出一張<b><i>生物</i></b>支援卡時：該支援卡的費用減1。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\08128.png,1.25,0,90,Robert Laskey,EdgeOfTheEarthInv,128
先祖御守 [Guardian][asset],,先祖御守,,Guardian,None,None,3,0,Accessory,None,-,2,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 守護. 祝福.,<rea>在你擊敗一名敵人後，消耗先祖御守：加入等同於該敵人印刷的生命值數量的<ble>標記到混亂袋(最多5)。,"
勿忘先人。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10019.png,1.25,0,90,Kate Swazee,fhvp,19
清理工具 [Guardian][asset],,清理工具,,Guardian,None,None,3,0,Accessory,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 工具.,"使用(3補給)。
清理工具上的補給可以如同你控制的支援卡上的補給或子彈來被花費。","
""清潔！修理！夾起！拔除！擦亮！掃刷！一次滿足！""
-沙夫納的目錄，1924冬季號。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10020.png,1.25,0,90,Pixoloid Studios,fhvp,20
武士刀 [Guardian][asset],,武士刀,,Guardian,None,None,4,0,2 Hands,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 武器. 近戰.,"<act>：<b>攻擊</b>。這次檢定中你+2<com>。如果你成功且超過難度正好2點，你可以消耗武士刀來使這次攻擊造成+2傷害。
<fre>消耗武士刀：<b>攻擊</b>。這次攻擊不使用<com>，改為使用<agi>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10021.png,1.25,0,90,Carlos Palma Cruchaga,fhvp,21
符咒 [Guardian][asset],,符咒,,Guardian,None,None,2,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 守護. 祝福.,"使用(1充能)。每輪第一次在你所在地點抽出<ble>標記時，補充此充能。
<fre>選擇你所在地點的1名非<b><i>精英</i></b>敵人並花費1充能：該敵人失去警戒、冷漠、避戰和反擊關鍵詞，直到本輪結束。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10022.png,1.25,0,90,Kate Swazee,fhvp,22
野狼面具 [Guardian][asset],,野狼面具,月之後裔,Guardian,None,None,1,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 守護. 面具.,"每位調查員限制1<b><i>面具</i></b>。
使用(2貢品)。在你與1名敵人交戰後，補充1貢品。
<fre>花費1貢品：你這次技能檢定中+2<com>或+2<agi>。(每次檢定限制一次。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10023.png,1.25,0,90,Rob Laskey,fhvp,23
清理工具 (3) [Guardian][asset],,清理工具,,Guardian,None,None,3,3,Accessory,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 工具.,"使用(4補給)。
清理工具上的補給可以如同你控制的支援卡上的補給或子彈來被花費。
<rea>在從清理工具花費補給時，將其消耗：執行檢定的調查員這次檢定中+2技能值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10033.png,1.25,0,90,Pixoloid Studios,fhvp,33
蒙福之刃 (4) [Guardian][asset],,蒙福之刃,,Guardian,None,None,3,4,1 Hand,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 武器. 近戰. 祝福.,<act>：<b>攻擊</b>。這次攻擊中你+2<com>。如果這次攻擊成功，其造成+1傷害。將這次攻擊期間抽出的每個<ble>標記放回混亂袋。在這次攻擊抽出混亂標記前，你可以消耗蒙福之刃來加入2個<ble>標記混亂袋。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10034.png,1.25,0,90,Carlos Palma Cruchaga,fhvp,34
瓦盧西亞之眼 (4) [Guardian][asset],1,瓦盧西亞之眼,母神的狡詐,Guardian,None,None,3,4,1 Hand,1 Arcane,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 遺物. 法術.,"<act>：<b>談判</b>。選擇你所在地點的1名敵人。直到本輪結束，每位調查員對所選敵人攻擊、躲避或談判的時候+1技能值。放置1個資源在瓦盧西亞之眼上，作為充能。
<fre>：在你的綁定卡牌中查找幽嘶之刃，並將其與瓦盧西亞之眼交換, 將瓦盧西亞之眼上的所有充能移動到幽嘶之刃。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10035.png,1.25,0,90,Drazenka Kimpel,fhvp,35
幽嘶之刃 [Guardian][asset],1,幽嘶之刃,父神的震怒,Guardian,None,None,0,0,1 Hand,1 Arcane,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",道具. 遺物. 武器. 近戰.,"綁定(瓦盧西亞之眼)。
<act>花費1-3充能：<b>攻擊</b>。這次攻擊你可以不使用<com>，改為使用<wil>。作為這次行動的花費的一部分，每花費1充能，你+2技能值並造成+1傷害。
<fre>：在你的綁定卡牌中查找瓦盧西亞之眼，並將其與幽嘶之刃交換，丟棄所有充能。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10036.png,1.25,0,90,Drazenka Kimpel,fhvp,36
轉瞬昇華 [Guardian][asset],1,轉瞬昇華,晨星,Guardian,None,None,0,0,1 Arcane,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2024 FFG</family>",儀式. 契約. 祝福.,"綁定(奇蹟之願)。如果轉瞬昇華沒有願望，將其放在一邊，位於場外。
<rea>在你所在地點的調查員技能檢定將要失敗時，花費1願望並消耗轉瞬昇華：結算該調查員的<eld>效果<i>(加上這次檢定期間抽出的所有其它標記)</i>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\10039.png,1.25,0,90,Adam S. Doyle,fhvp,39
